"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"Apple Card","","02/15/2024","EA TIBURON QPS1950 SUMMIT PARK DR ORLANDO 32810 FL USA","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$12.78,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","02/15/2024","Amazon","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","Piano books",$10.23,$0.00,"Reconciled"
"Shared Checking (1852)","","02/15/2024","","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$8.79,$0.00,"Uncleared"
"Shared Checking (1852)","","02/15/2024","Transfer from Venmo","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$0.00,$11.90,"Reconciled"
"Shared Checking (1852)","","02/14/2024","Vanguard College Savings Plan","Fixed Infrequent Expenses: Kids' College Funds 🎓","Fixed Infrequent Expenses","Kids' College Funds 🎓","",$135.00,$0.00,"Reconciled"
"Shared Checking (1852)","","02/14/2024","Vanguard College Savings Plan","Fixed Infrequent Expenses: Kids' College Funds 🎓","Fixed Infrequent Expenses","Kids' College Funds 🎓","",$135.00,$0.00,"Reconciled"
"Shared Checking (1852)","","02/14/2024","Vanguard College Savings Plan","Fixed Infrequent Expenses: Kids' College Funds 🎓","Fixed Infrequent Expenses","Kids' College Funds 🎓","",$135.00,$0.00,"Reconciled"
"Shared Checking (1852)","","02/14/2024","Vanguard College Savings Plan","Fixed Infrequent Expenses: Kids' College Funds 🎓","Fixed Infrequent Expenses","Kids' College Funds 🎓","",$135.00,$0.00,"Reconciled"
"Chase Sapphire (1661)","","02/14/2024","The Escape Effect","Fun Money: Date Night 💞","Fun Money","Date Night 💞","",$89.35,$0.00,"Reconciled"
"Shared Checking (1852)","","02/14/2024","","Hidden Categories: Household Goods 🏠","Hidden Categories","Household Goods 🏠","Car seat",$60.00,$0.00,"Uncleared"
"Citi Costco Card","","02/14/2024","Costco Gas","Day to Day Variables: Fuel/Gasoline 🚘","Day to Day Variables","Fuel/Gasoline 🚘","",$44.32,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","02/14/2024","Amazon","Hidden Categories: Colin RI Trip","Hidden Categories","Colin RI Trip","",$17.51,$0.00,"Reconciled"
"Shared Checking (1852)","","02/14/2024","","Hidden Categories: Household Goods 🏠","Hidden Categories","Household Goods 🏠","",$10.55,$0.00,"Uncleared"
"Shared Checking (1852)","","02/14/2024","","Variable Expenses: Gifts/Presents 🎁","Variable Expenses","Gifts/Presents 🎁","",$6.00,$0.00,"Uncleared"
"Shared Checking (1852)","","02/14/2024","","Hidden Categories: Colin RI Trip","Hidden Categories","Colin RI Trip","",$1.00,$0.00,"Uncleared"
"Apple Card","","02/13/2024","VIOC GQ0004 1058 W FAIRBANKS AVE WINTER PARK 32789 FL USA","Variable Expenses: Repairs 🛠","Variable Expenses","Repairs 🛠","",$94.12,$0.00,"Reconciled"
"Apple Card","","02/13/2024","MELLOW MUSHROOM OLO #12015 ALOMA AVENUE WINTER PARK 32792 FL USA","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$32.20,$0.00,"Reconciled"
"Apple Card","","02/13/2024","PUBLIX #698 601 WELDON BLVD LAKE MARY 32746 FL USA","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$30.15,$0.00,"Reconciled"
"Chase Sapphire (1661)","","02/13/2024","Embrace Authenticity","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$30.00,$0.00,"Reconciled"
"Apple Card","","02/13/2024","CLAIRE'S #3300 1ST STREET ALTAMONTE SPR32701 FL USA","Variable Expenses: Clothing/Grooming 👕","Variable Expenses","Clothing/Grooming 👕","",$25.65,$0.00,"Reconciled"
"Colin's Checking (4074)","","02/13/2024","HSA Contribution","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$0.00,$960.00,"Reconciled"
"Apple Card","","02/12/2024","OBSTACLE NINJA ACADEMY5970 LAKEHURST DR. ORLANDO 32819 FL USA","Variable Expenses: Holiday/Party Spending 🎉","Variable Expenses","Holiday/Party Spending 🎉","",$223.65,$0.00,"Reconciled"
"Chase Sapphire (1661)","","02/12/2024","Huneycutt Family Practice","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$50.00,$0.00,"Reconciled"
"Shared Checking (1852)","","02/12/2024","Target","Hidden Categories: Household Goods 🏠","Hidden Categories","Household Goods 🏠","",$40.60,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","02/12/2024","Amazon","Hidden Categories: Household Goods 🏠","Hidden Categories","Household Goods 🏠","",$14.54,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","02/12/2024","Amazon","Hidden Categories: Household Goods 🏠","Hidden Categories","Household Goods 🏠","Toothpaste",$12.74,$0.00,"Reconciled"
"Shared Checking (1852)","","02/12/2024","","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$11.40,$0.00,"Uncleared"
"Chase Prime Visa (8863)","","02/12/2024","Amazon","Hidden Categories: Household Goods 🏠","Hidden Categories","Household Goods 🏠","",$7.69,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","02/12/2024","Amazon","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","everything bagel",$7.59,$0.00,"Reconciled"
"Shared Checking (1852)","","02/12/2024","","Hidden Categories: Household Goods 🏠","Hidden Categories","Household Goods 🏠","",$7.00,$0.00,"Uncleared"
"Shared Checking (1852)","","02/12/2024","","Variable Expenses: Holiday/Party Spending 🎉","Variable Expenses","Holiday/Party Spending 🎉","",$6.63,$0.00,"Uncleared"
"Apple Card","","02/11/2024","LIFECARE OF CENTRAL FL398 FREEMAN ST LONGWOOD 32750 FL USA","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$960.00,$0.00,"Reconciled"
"Chase Sapphire (1661)","","02/11/2024","Walmart","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$141.42,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","02/11/2024","Amazon","Variable Expenses: Holiday/Party Spending 🎉","Variable Expenses","Holiday/Party Spending 🎉","emme's birthday",$94.06,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","02/11/2024","Walt Disney World","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$36.66,$0.00,"Reconciled"
"Citi Costco Card","","02/11/2024","Tokyo Asian Cuisine Inc","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$36.12,$0.00,"Reconciled"
"Chase Sapphire (1661)","","02/11/2024","Bruster's Ice Cream","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$14.21,$0.00,"Reconciled"
"Apple Card","","02/11/2024","MICHAELS #9490 8000 BENT BRANCH DR 800-642-4235 75063 TX USA","Fun Money: Melanie's Discretionary 🌱","Fun Money","Melanie's Discretionary 🌱","",$13.26,$0.00,"Reconciled"
"Apple Card","","02/10/2024","MARCOS PIZZA - 8467 2300 E SEMORAN BLVD UNIT D APOPKA 32703 FL USA","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$41.86,$0.00,"Reconciled"
"Apple Card","","02/10/2024","STARBUCKS 800-782-72822401 UTAH AVE S SEATTLE 98134 WA USA","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$20.00,$0.00,"Reconciled"
"Apple Card","","02/10/2024","PANERA BREAD #203310 P696 E ALTAMONTE DR STE 1060 ALT SPRINGS 32701 FL USA","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$14.13,$0.00,"Reconciled"
"Apple Card","","02/10/2024","EA TIBURON QPS1950 SUMMIT PARK DR ORLANDO 32810 FL USA","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$10.65,$0.00,"Reconciled"
"Shared Checking (1852)","","02/09/2024","","Variable Expenses: Holiday/Party Spending 🎉","Variable Expenses","Holiday/Party Spending 🎉","",$59.37,$0.00,"Uncleared"
"Chase Sapphire (1661)","","02/09/2024","Sunoco","Day to Day Variables: Fuel/Gasoline 🚘","Day to Day Variables","Fuel/Gasoline 🚘","",$41.87,$0.00,"Reconciled"
"Chase Sapphire (1661)","","02/09/2024","La Leaf","Hidden Categories: Household Goods 🏠","Hidden Categories","Household Goods 🏠","",$35.05,$0.00,"Reconciled"
"Apple Card","","02/09/2024","VIET-NOMZ 7581 UNIVERSITY BLVD WINTER PARK 32792 FL USA","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$20.98,$0.00,"Reconciled"
"Apple Card","","02/09/2024","TIJUANA FLATS ONLINE #1016 LOCKWOOD BLVD STE 150 OVIEDO 32765 FL USA","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$14.96,$0.00,"Reconciled"
"Apple Card","","02/09/2024","VIET-NOMZ 7581 UNIVERSITY BLVD WINTER PARK 32792 FL USA","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$13.79,$0.00,"Reconciled"
"Apple Card","","02/09/2024","EA TIBURON QPS1950 SUMMIT PARK DR ORLANDO 32810 FL USA","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$7.72,$0.00,"Reconciled"
"Shared Checking (1852)","","02/09/2024","","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$4.30,$0.00,"Uncleared"
"Citi Costco Card","","02/08/2024","7-Eleven","Day to Day Variables: Fuel/Gasoline 🚘","Day to Day Variables","Fuel/Gasoline 🚘","",$53.19,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","02/08/2024","Amazon","Hidden Categories: Household Goods 🏠","Hidden Categories","Household Goods 🏠","lunch box, water bottle",$49.32,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","02/08/2024","Amazon","Hidden Categories: Household Goods 🏠","Hidden Categories","Household Goods 🏠","water bottles",$24.51,$0.00,"Reconciled"
"Apple Card","","02/08/2024","WAWA 5117 3510 N US HWY 17-92 LAKE MARY 32746 FL USA","Day to Day Variables: Fuel/Gasoline 🚘","Day to Day Variables","Fuel/Gasoline 🚘","",$19.06,$0.00,"Reconciled"
"Apple Card","","02/08/2024","PUBLIX #1070 242 N ORLANDO AVE MAITLAND 32751 FL USA","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$12.18,$0.00,"Reconciled"
"Apple Card","","02/08/2024","EA TIBURON QPS1950 SUMMIT PARK DR ORLANDO 32810 FL USA","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$11.72,$0.00,"Reconciled"
"Shared Checking (1852)","","02/08/2024","Step Up for Stud","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$0.00,$2490.00,"Reconciled"
"Apple Card","","02/07/2024","CVS/PHARMACY #03150 221 S STATE RD 434 ALTAMONTE SPR32714 FL USA","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$171.81,$0.00,"Reconciled"
"Citi Costco Card","","02/07/2024","SunPass","Day to Day Variables: Tolls/Parking/Commute💰","Day to Day Variables","Tolls/Parking/Commute💰","",$25.00,$0.00,"Reconciled"
"Shared Checking (1852)","","02/07/2024","Transfer to Venmo","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$11.90,$0.00,"Reconciled"
"Chase Sapphire (1661)","","02/07/2024","Ea Tiburon","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$11.72,$0.00,"Reconciled"
"Citi Costco Card","","02/07/2024","Mister Car Wash","Fixed Monthly Expenses: Cleaning ✨","Fixed Monthly Expenses","Cleaning ✨","",$10.00,$0.00,"Reconciled"
"Apple Card","","02/07/2024","SPROUTS FARMERS MARK 12500 LAKE UNDERHILL R ORLANDO 32828 FL USA","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$9.99,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","02/07/2024","Kindle","Fixed Monthly Expenses: Mel Education","Fixed Monthly Expenses","Mel Education","",$9.99,$0.00,"Reconciled"
"Chase Sapphire (1661)","","02/07/2024","Reversalgames.net","Fun Money: Colin's Discretionary 🎮","Fun Money","Colin's Discretionary 🎮","",$5.00,$0.00,"Reconciled"
"Chase Sapphire (1661)","","02/07/2024","Dndbeyond Coddb Conte","Fun Money: Colin's Discretionary 🎮","Fun Money","Colin's Discretionary 🎮","",$3.98,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","02/06/2024","The Dreamers' School","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$452.48,$0.00,"Reconciled"
"Citi Costco Card","","02/06/2024","Pediatric Dentistry","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$300.00,$0.00,"Reconciled"
"Colin's Checking (4074)","","02/06/2024","Duke Energy","Fixed Monthly Expenses: Electricity 💡","Fixed Monthly Expenses","Electricity 💡","",$258.38,$0.00,"Reconciled"
"Chase Sapphire (1661)","","02/06/2024","Walmart","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$211.18,$0.00,"Reconciled"
"Shared Checking (1852)","","02/06/2024","Transfer to Venmo","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$140.00,$0.00,"Reconciled"
"Apple Card","","02/06/2024","TRADER JOE S #765 131 N ORLANDO AVE WINTER PARK 32789 FL USA","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$120.95,$0.00,"Reconciled"
"Apple Card","","02/06/2024","THE EAR NOSE THROAT 107 HERMITS TRAIL ALTAMONTE SPR32701 FL USA","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$30.00,$0.00,"Reconciled"
"Chase Sapphire (1661)","","02/06/2024","Embrace Authenticity","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$30.00,$0.00,"Reconciled"
"Apple Card","","02/06/2024","STARBUCKS 800-782-72822401 UTAH AVE S 800-782-7282 98134 WA USA","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$25.00,$0.00,"Reconciled"
"Shared Checking (1852)","","02/06/2024","Target","Variable Expenses: Clothing/Grooming 👕","Variable Expenses","Clothing/Grooming 👕","socks",$16.24,$0.00,"Reconciled"
"Citi Costco Card","","02/06/2024","Torchys Altamonte Spraltamonte","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$14.83,$0.00,"Reconciled"
"Chase Sapphire (1661)","","02/06/2024","Walmart","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$9.93,$0.00,"Reconciled"
"Shared Checking (1852)","","02/06/2024","Check","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$0.00,$71.14,"Reconciled"
"Shared Checking (1852)","","02/06/2024","Check","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$0.00,$110.25,"Reconciled"
"Shared Checking (1852)","","02/06/2024","Check","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$0.00,$110.25,"Reconciled"
"Shared Checking (1852)","","02/05/2024","","Variable Expenses: Clothing/Grooming 👕","Variable Expenses","Clothing/Grooming 👕","sandals for kids",$55.00,$0.00,"Uncleared"
"Chase Prime Visa (8863)","","02/05/2024","Amazon","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","Board games",$41.94,$0.00,"Reconciled"
"Shared Checking (1852)","","02/05/2024","","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$30.00,$0.00,"Uncleared"
"Chase Sapphire (1661)","","02/05/2024","PetSmart","Variable Expenses: Pets 🐾","Variable Expenses","Pets 🐾","",$22.90,$0.00,"Reconciled"
"Shared Checking (1852)","","02/05/2024","","Hidden Categories: Household Goods 🏠","Hidden Categories","Household Goods 🏠","",$22.09,$0.00,"Uncleared"
"Citi Costco Card","","02/05/2024","Global Vending","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$2.85,$0.00,"Reconciled"
"Citi Costco Card","","02/05/2024","Global Vending","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$2.60,$0.00,"Reconciled"
"Chase Sapphire (1661)","","02/04/2024","Maitland Montessori Schoo","Fixed Monthly Expenses: School 🏫","Fixed Monthly Expenses","School 🏫","",$1008.30,$0.00,"Reconciled"
"Citi Costco Card","","02/04/2024","Costco","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$265.90,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","02/04/2024","Amazon","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","costume for erivyn's film @ dreamers",$35.30,$0.00,"Reconciled"
"Chase Sapphire (1661)","","02/04/2024","Allegro Music Centre","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$28.36,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","02/04/2024","Amazon","Variable Expenses: Gifts/Presents 🎁","Variable Expenses","Gifts/Presents 🎁","evelyn's birthday",$25.00,$0.00,"Reconciled"
"Apple Card","","02/04/2024","PETSMART # 0305 380 SOUTH STATE ROAD 434 ALTAMONTE SPR32714 FL USA","Variable Expenses: Pets 🐾","Variable Expenses","Pets 🐾","",$8.54,$0.00,"Reconciled"
"Apple Card","","02/03/2024","SP HEARTH DISPLAY 364 LINCOLN PLACE, #E7 BROOKLYN 11238 NY USA","Variable Expenses: Home Improvement 🏗️","Variable Expenses","Home Improvement 🏗️","",$570.00,$0.00,"Reconciled"
"Apple Card","","02/03/2024","BROWNS GYM ORBIT - 515740 ORANGE AVE 407-8698744 32714 FL USA","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$30.00,$0.00,"Reconciled"
"Apple Card","","02/02/2024","BROWNS GYM ORBIT - 515740 ORANGE AVE 407-8698744 32714 FL USA","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$300.20,$0.00,"Reconciled"
"Chase Sapphire (1661)","","02/02/2024","Obstacle Ninja Academy","Variable Expenses: Holiday/Party Spending 🎉","Variable Expenses","Holiday/Party Spending 🎉","",$125.00,$0.00,"Reconciled"
"Shared Checking (1852)","","02/02/2024","Target","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$98.60,$0.00,"Reconciled"
"Apple Card","","02/02/2024","WAWA STORE 5179 919 WEST SR 436 ALTAMONTE SPR32714 FL USA","Day to Day Variables: Fuel/Gasoline 🚘","Day to Day Variables","Fuel/Gasoline 🚘","",$43.62,$0.00,"Reconciled"
"Apple Card","","02/02/2024","PUBLIX #1070 242 N ORLANDO AVE MAITLAND 32751 FL USA","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$37.74,$0.00,"Reconciled"
"Apple Card","","02/02/2024","MICHAELS STORES 5028 880 W STATE RD 436, STE 1001 ALTAMNTE SPRG32714 FL USA","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$36.10,$0.00,"Reconciled"
"Apple Card","","02/02/2024","MARCOS PIZZA - 8467 2300 E SEMORAN BLVD UNIT D APOPKA 32703 FL USA","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$30.01,$0.00,"Reconciled"
